time,METG,MATE,ONSA,BRST,WSRT,BRUX
2021-05-26 09:00:00,47.8645,44.666666666666664,43.0,43.534555555555556,43.35966666666666,42.97233333333333
2021-05-26 09:00:01,47.880500000000005,44.583333333333336,43.0,43.32633333333334,43.318000000000005,42.916777777777774
2021-05-26 09:00:02,47.88016666666667,44.699999999999996,43.0,43.632,43.22233333333333,43.013888888888886
2021-05-26 09:00:03,48.020833333333336,44.62222222222223,42.888888888888886,43.56266666666667,43.440333333333335,43.08344444444444
2021-05-26 09:00:04,47.96333333333333,44.55555555555556,42.888888888888886,43.39566666666667,43.37755555555556,42.93066666666667
2021-05-26 09:00:05,48.0,44.605555555555554,42.888888888888886,43.416666666666664,43.32433333333333,43.00711111111111
2021-05-26 09:00:06,48.04683333333333,44.67777777777778,43.0,43.39577777777778,43.50233333333333,43.02077777777778
2021-05-26 09:00:07,48.03666666666667,44.72777777777778,43.111111111111114,43.35411111111111,43.17211111111111,43.02777777777778
2021-05-26 09:00:08,48.015499999999996,44.733333333333334,43.0,43.236111111111114,43.32322222222222,43.09022222222222
2021-05-26 09:00:09,47.958333333333336,44.849999999999994,43.0,43.15277777777778,43.248999999999995,42.993
2021-05-26 09:00:10,47.84366666666667,44.86666666666667,42.77777777777778,43.54866666666666,43.12755555555556,42.94455555555555
2021-05-26 09:00:11,47.802166666666665,44.83888888888888,42.888888888888886,43.56955555555555,43.094,42.89577777777778
2021-05-26 09:00:12,47.7655,44.94444444444444,42.666666666666664,43.29855555555556,42.99377777777778,42.986111111111114
2021-05-26 09:00:13,47.78133333333333,43.980000000000004,42.666666666666664,43.43777777777778,43.24144444444445,42.909666666666666
2021-05-26 09:00:14,48.07816666666667,43.85,42.77777777777778,43.382,43.28066666666667,43.04855555555556
2021-05-26 09:00:15,48.13033333333334,43.885000000000005,42.666666666666664,43.173333333333325,43.41777777777778,43.013777777777776
2021-05-26 09:00:16,48.083333333333336,43.785000000000004,42.666666666666664,43.65277777777778,43.55177777777778,43.013888888888886
2021-05-26 09:00:17,48.27066666666667,43.80499999999999,42.666666666666664,43.52766666666667,43.48444444444444,43.00011111111111
2021-05-26 09:00:18,48.197833333333335,43.89,42.77777777777778,43.50688888888889,43.28966666666667,43.10422222222222
2021-05-26 09:00:19,48.078,43.995,42.666666666666664,43.70122222222223,43.501555555555555,43.02766666666667
2021-05-26 09:00:20,48.129999999999995,43.92999999999999,42.666666666666664,43.68722222222222,43.47388888888889,42.888777777777776
2021-05-26 09:00:21,48.151,43.839999999999996,42.77777777777778,43.666777777777774,43.30199999999999,42.94444444444444
2021-05-26 09:00:22,48.11983333333333,43.775,42.77777777777778,43.687666666666665,43.45355555555555,42.86811111111111
2021-05-26 09:00:23,48.010333333333335,43.525,42.666666666666664,43.65288888888889,43.54900000000001,42.78477777777778
2021-05-26 09:00:24,48.09883333333334,43.52,42.77777777777778,43.69466666666667,43.56166666666666,42.97211111111111
2021-05-26 09:00:25,48.0365,43.65,42.77777777777778,43.72911111111111,43.62744444444444,42.90977777777778
2021-05-26 09:00:26,47.942499999999995,43.605000000000004,42.77777777777778,43.534555555555556,43.531222222222226,43.034666666666666
2021-05-26 09:00:27,47.953,43.63,42.77777777777778,43.32644444444444,43.41988888888889,42.89588888888889
2021-05-26 09:00:28,47.958333333333336,43.595000000000006,42.888888888888886,43.361000000000004,43.36077777777777,42.87511111111111
2021-05-26 09:00:29,47.8855,43.55499999999999,42.888888888888886,43.291666666666664,43.337,42.81933333333333
2021-05-26 09:00:30,47.963666666666676,43.565000000000005,42.888888888888886,43.291666666666664,43.51188888888888,42.916444444444444
2021-05-26 09:00:31,47.995000000000005,43.660000000000004,42.77777777777778,43.36788888888889,43.400333333333336,42.88188888888889
2021-05-26 09:00:32,47.927166666666665,43.739999999999995,42.888888888888886,43.256777777777785,43.346111111111114,42.916777777777774
2021-05-26 09:00:33,48.00516666666667,43.675,42.888888888888886,43.41655555555556,43.44433333333333,42.95155555555555
2021-05-26 09:00:34,47.958333333333336,43.629999999999995,43.0,43.458333333333336,43.504888888888885,42.909666666666666
2021-05-26 09:00:35,48.000166666666665,43.765,43.111111111111114,43.58344444444444,43.39066666666667,42.88866666666667
2021-05-26 09:00:36,48.041666666666664,43.815,43.111111111111114,43.833333333333336,43.227666666666664,42.84011111111111
2021-05-26 09:00:37,47.98433333333333,43.735,42.888888888888886,43.708222222222226,43.29922222222222,42.80544444444444
2021-05-26 09:00:38,48.072833333333335,43.65,43.0,43.72888888888888,43.23577777777777,42.74311111111111
2021-05-26 09:00:39,48.18233333333333,43.67,43.0,43.77066666666667,43.385666666666665,42.87511111111111
2021-05-26 09:00:40,48.09366666666667,43.75,43.111111111111114,43.875,43.24777777777778,42.84022222222222
2021-05-26 09:00:41,48.00516666666667,43.635000000000005,43.111111111111114,43.73588888888889,43.36,42.79855555555556
2021-05-26 09:00:42,48.0,43.55499999999999,43.0,43.534555555555556,43.48388888888889,42.90288888888889
2021-05-26 09:00:43,48.114666666666665,43.535000000000004,42.888888888888886,43.562333333333335,43.580777777777776,42.94444444444444
2021-05-26 09:00:44,48.208333333333336,43.589999999999996,43.0,43.38877777777778,43.60788888888889,42.95844444444444
